Gage, Year, Month, Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
RR,2015,     3, 15.22, 29.10,  4.89,  9.27,    31,0.99874
RR,2015,     4,136.05, 81.10, 31.63, 17.70,    30,0.15661
RR,2015,     5,475.37,674.10,344.06,459.86,    31,0.58143
RR,2015,     6,258.02, 55.65,158.67, 63.83,    30,0.17194
RR,2015,     7,105.42, 41.33, 52.71, 23.10,    31,0.99053
RR,2015,     8, 24.83, 11.50, 15.87,  3.80,    31,0.96467
RR,2015,     9,  5.84,  2.66,  5.91,  1.62,    30,0.91268
SH,1993,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,1993,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,1993,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,1993,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1993,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,1993,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,1993,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,1993,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,1993,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,1993,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,1993,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,1993,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,1994,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,1994,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,1994,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,1994,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1994,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,1994,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,1994,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,1994,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,1994,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,1994,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,1994,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,1994,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,1995,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,1995,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,1995,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,1995,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1995,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,1995,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,1995,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,1995,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,1995,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,1995,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,1995,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,1995,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,1996,    10,  2.01,  0.17,  5.10,  0.17,    31,0.67767
SH,1996,    11,  1.84,  0.14,  5.05,  0.09,    30,0.32523
SH,1996,    12,  2.12,  0.11,  5.02,  0.05,    31,-0.68839
SH,1996,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1996,     2,  7.80,  1.76,  3.86,  0.32,    29,0.35098
SH,1996,     3, 18.44, 33.27,  5.45,  7.65,    31,0.91057
SH,1996,     4,116.33, 74.15, 27.00, 13.78,    30,0.30034
SH,1996,     5,142.72,130.89, 62.47, 60.84,    17,0.94799
SH,1996,     6,249.05, 58.15,138.70, 60.11,    30,0.2464
SH,1996,     7, 96.26, 36.75, 43.61, 18.56,    31,0.98977
SH,1996,     8, 23.26, 10.89, 14.45,  3.38,    31,0.96909
SH,1996,     9,  5.65,  2.37,  6.71,  0.99,    30,0.78625
SH,1997,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,1997,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,1997,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,1997,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1997,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,1997,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,1997,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,1997,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,1997,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,1997,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,1997,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,1997,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,1998,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,1998,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,1998,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,1998,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1998,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,1998,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,1998,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,1998,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,1998,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,1998,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,1998,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,1998,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,1999,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,1999,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,1999,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,1999,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,1999,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,1999,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,1999,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,1999,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,1999,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,1999,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,1999,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,1999,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2000,    10,  2.01,  0.17,  5.10,  0.17,    31,0.67767
SH,2000,    11,  1.84,  0.14,  5.05,  0.09,    30,0.32523
SH,2000,    12,  2.12,  0.11,  5.02,  0.05,    31,-0.68839
SH,2000,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2000,     2,  7.80,  1.76,  3.86,  0.32,    29,0.35098
SH,2000,     3, 18.44, 33.27,  5.45,  7.65,    31,0.91057
SH,2000,     4,116.33, 74.15, 27.00, 13.78,    30,0.30034
SH,2000,     5,142.72,130.89, 62.47, 60.84,    17,0.94799
SH,2000,     6,249.05, 58.15,138.70, 60.11,    30,0.2464
SH,2000,     7, 96.26, 36.75, 43.61, 18.56,    31,0.98977
SH,2000,     8, 23.26, 10.89, 14.45,  3.38,    31,0.96909
SH,2000,     9,  5.65,  2.37,  6.71,  0.99,    30,0.78625
SH,2001,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2001,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2001,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2001,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2001,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2001,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2001,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2001,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2001,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2001,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2001,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2001,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2002,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2002,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2002,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2002,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2002,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2002,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2002,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2002,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2002,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2002,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2002,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2002,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2003,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2003,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2003,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2003,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2003,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2003,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2003,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2003,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2003,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2003,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2003,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2003,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2004,    10,  2.01,  0.17,  5.10,  0.17,    31,0.67767
SH,2004,    11,  1.84,  0.14,  5.05,  0.09,    30,0.32523
SH,2004,    12,  2.12,  0.11,  5.02,  0.05,    31,-0.68839
SH,2004,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2004,     2,  7.80,  1.76,  3.86,  0.32,    29,0.35098
SH,2004,     3, 18.44, 33.27,  5.45,  7.65,    31,0.91057
SH,2004,     4,116.33, 74.15, 27.00, 13.78,    30,0.30034
SH,2004,     5,142.72,130.89, 62.47, 60.84,    17,0.94799
SH,2004,     6,249.05, 58.15,138.70, 60.11,    30,0.2464
SH,2004,     7, 96.26, 36.75, 43.61, 18.56,    31,0.98977
SH,2004,     8, 23.26, 10.89, 14.45,  3.38,    31,0.96909
SH,2004,     9,  5.65,  2.37,  6.71,  0.99,    30,0.78625
SH,2005,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2005,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2005,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2005,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2005,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2005,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2005,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2005,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2005,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2005,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2005,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2005,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2006,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2006,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2006,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2006,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2006,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2006,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2006,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2006,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2006,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2006,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2006,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2006,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2007,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2007,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2007,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2007,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2007,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2007,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2007,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2007,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2007,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2007,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2007,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2007,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2008,    10,  2.01,  0.17,  5.10,  0.17,    31,0.67767
SH,2008,    11,  1.84,  0.14,  5.05,  0.09,    30,0.32523
SH,2008,    12,  2.12,  0.11,  5.02,  0.05,    31,-0.68839
SH,2008,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2008,     2,  7.80,  1.76,  3.86,  0.32,    29,0.35098
SH,2008,     3, 18.44, 33.27,  5.45,  7.65,    31,0.91057
SH,2008,     4,116.33, 74.15, 27.00, 13.78,    30,0.30034
SH,2008,     5,142.72,130.89, 62.47, 60.84,    17,0.94799
SH,2008,     6,249.05, 58.15,138.70, 60.11,    30,0.2464
SH,2008,     7, 96.26, 36.75, 43.61, 18.56,    31,0.98977
SH,2008,     8, 23.26, 10.89, 14.45,  3.38,    31,0.96909
SH,2008,     9,  5.65,  2.37,  6.71,  0.99,    30,0.78625
SH,2009,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2009,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2009,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2009,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2009,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2009,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2009,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2009,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2009,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2009,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2009,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2009,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2010,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2010,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2010,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2010,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2010,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2010,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2010,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2010,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2010,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2010,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2010,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2010,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2011,    10,  2.02,  0.19,  5.11,  0.18,    31,0.71704
SH,2011,    11,  1.83,  0.13,  5.05,  0.09,    30,0.3169
SH,2011,    12,  2.13,  0.10,  5.02,  0.05,    31,-0.60851
SH,2011,     1,  9.50,  6.92,  4.55,  0.16,    31,0.0057082
SH,2011,     2,  7.85,  1.78,  3.87,  0.32,    28,0.33003
SH,2011,     3, 14.34, 25.53,  5.01,  7.35,    31,0.993
SH,2011,     4,119.22, 73.04, 27.07, 13.73,    30,0.27139
SH,2011,     5,131.52,130.43, 56.47, 60.15,    17,0.94821
SH,2011,     6,250.74, 57.00,139.57, 59.58,    30,0.22549
SH,2011,     7,100.90, 38.79, 45.90, 19.89,    31,0.99144
SH,2011,     8, 24.28, 11.19, 14.77,  3.42,    31,0.97072
SH,2011,     9,  5.94,  2.49,  6.86,  1.12,    30,0.8102
SH,2012,     1,  9.36,  7.00,  4.55,  0.16,    30,0.011829
