Gage, Year, Month, Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
RR,2015,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2015,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2015,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2015,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2015,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2015,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2015,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2015,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2015,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
SH,1993,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,1993,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,1993,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,1993,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1993,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,1993,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,1993,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,1993,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,1993,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,1993,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,1993,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,1993,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,1994,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,1994,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,1994,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,1994,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1994,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,1994,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,1994,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,1994,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,1994,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,1994,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,1994,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,1994,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,1995,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,1995,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,1995,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,1995,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1995,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,1995,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,1995,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,1995,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,1995,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,1995,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,1995,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,1995,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,1996,    10,  4.75,  0.53,  5.10,  0.17,    31,0.18331
SH,1996,    11,  4.08,  0.11,  5.05,  0.09,    30,0.43824
SH,1996,    12,  4.34,  0.09,  5.02,  0.05,    31,-0.59506
SH,1996,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1996,     2,  2.56,  1.53,  3.86,  0.32,    29,0.15363
SH,1996,     3, 29.31, 98.19,  5.45,  7.65,    31,0.80727
SH,1996,     4, 65.52, 44.82, 27.00, 13.78,    30,0.48634
SH,1996,     5,113.66,110.47, 62.47, 60.84,    17,0.9537
SH,1996,     6,227.50, 54.98,138.70, 60.11,    30,0.21663
SH,1996,     7, 84.81, 33.64, 43.61, 18.56,    31,0.98824
SH,1996,     8, 19.60,  8.27, 14.45,  3.38,    31,0.94072
SH,1996,     9,  8.34,  2.67,  6.71,  0.99,    30,0.68989
SH,1997,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,1997,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,1997,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,1997,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1997,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,1997,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,1997,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,1997,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,1997,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,1997,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,1997,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,1997,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,1998,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,1998,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,1998,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,1998,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1998,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,1998,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,1998,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,1998,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,1998,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,1998,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,1998,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,1998,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,1999,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,1999,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,1999,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,1999,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,1999,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,1999,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,1999,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,1999,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,1999,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,1999,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,1999,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,1999,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2000,    10,  4.75,  0.53,  5.10,  0.17,    31,0.18331
SH,2000,    11,  4.08,  0.11,  5.05,  0.09,    30,0.43824
SH,2000,    12,  4.34,  0.09,  5.02,  0.05,    31,-0.59506
SH,2000,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2000,     2,  2.56,  1.53,  3.86,  0.32,    29,0.15363
SH,2000,     3, 29.31, 98.19,  5.45,  7.65,    31,0.80727
SH,2000,     4, 65.52, 44.82, 27.00, 13.78,    30,0.48634
SH,2000,     5,113.66,110.47, 62.47, 60.84,    17,0.9537
SH,2000,     6,227.50, 54.98,138.70, 60.11,    30,0.21663
SH,2000,     7, 84.81, 33.64, 43.61, 18.56,    31,0.98824
SH,2000,     8, 19.60,  8.27, 14.45,  3.38,    31,0.94072
SH,2000,     9,  8.34,  2.67,  6.71,  0.99,    30,0.68989
SH,2001,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2001,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2001,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2001,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2001,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2001,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2001,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2001,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2001,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2001,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2001,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2001,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2002,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2002,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2002,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2002,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2002,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2002,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2002,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2002,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2002,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2002,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2002,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2002,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2003,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2003,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2003,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2003,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2003,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2003,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2003,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2003,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2003,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2003,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2003,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2003,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2004,    10,  4.75,  0.53,  5.10,  0.17,    31,0.18331
SH,2004,    11,  4.08,  0.11,  5.05,  0.09,    30,0.43824
SH,2004,    12,  4.34,  0.09,  5.02,  0.05,    31,-0.59506
SH,2004,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2004,     2,  2.56,  1.53,  3.86,  0.32,    29,0.15363
SH,2004,     3, 29.31, 98.19,  5.45,  7.65,    31,0.80727
SH,2004,     4, 65.52, 44.82, 27.00, 13.78,    30,0.48634
SH,2004,     5,113.66,110.47, 62.47, 60.84,    17,0.9537
SH,2004,     6,227.50, 54.98,138.70, 60.11,    30,0.21663
SH,2004,     7, 84.81, 33.64, 43.61, 18.56,    31,0.98824
SH,2004,     8, 19.60,  8.27, 14.45,  3.38,    31,0.94072
SH,2004,     9,  8.34,  2.67,  6.71,  0.99,    30,0.68989
SH,2005,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2005,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2005,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2005,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2005,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2005,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2005,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2005,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2005,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2005,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2005,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2005,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2006,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2006,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2006,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2006,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2006,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2006,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2006,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2006,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2006,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2006,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2006,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2006,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2007,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2007,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2007,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2007,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2007,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2007,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2007,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2007,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2007,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2007,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2007,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2007,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2008,    10,  4.75,  0.53,  5.10,  0.17,    31,0.18331
SH,2008,    11,  4.08,  0.11,  5.05,  0.09,    30,0.43824
SH,2008,    12,  4.34,  0.09,  5.02,  0.05,    31,-0.59506
SH,2008,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2008,     2,  2.56,  1.53,  3.86,  0.32,    29,0.15363
SH,2008,     3, 29.31, 98.19,  5.45,  7.65,    31,0.80727
SH,2008,     4, 65.52, 44.82, 27.00, 13.78,    30,0.48634
SH,2008,     5,113.66,110.47, 62.47, 60.84,    17,0.9537
SH,2008,     6,227.50, 54.98,138.70, 60.11,    30,0.21663
SH,2008,     7, 84.81, 33.64, 43.61, 18.56,    31,0.98824
SH,2008,     8, 19.60,  8.27, 14.45,  3.38,    31,0.94072
SH,2008,     9,  8.34,  2.67,  6.71,  0.99,    30,0.68989
SH,2009,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2009,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2009,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2009,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2009,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2009,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2009,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2009,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2009,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2009,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2009,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2009,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2010,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2010,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2010,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2010,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2010,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2010,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2010,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2010,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2010,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2010,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2010,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2010,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2011,    10,  4.79,  0.53,  5.11,  0.18,    31,0.23654
SH,2011,    11,  4.07,  0.09,  5.05,  0.09,    30,0.45235
SH,2011,    12,  4.35,  0.09,  5.02,  0.05,    31,-0.50143
SH,2011,     1,  5.66,  5.13,  4.55,  0.16,    31,0.034185
SH,2011,     2,  2.59,  1.55,  3.87,  0.32,    28,0.13343
SH,2011,     3, 21.67, 90.26,  5.01,  7.35,    31,0.79025
SH,2011,     4, 72.49, 54.28, 27.07, 13.73,    30,0.30249
SH,2011,     5,101.87,107.96, 56.47, 60.15,    17,0.95296
SH,2011,     6,229.96, 53.29,139.57, 59.58,    30,0.1871
SH,2011,     7, 88.67, 34.74, 45.90, 19.89,    31,0.98757
SH,2011,     8, 20.33,  8.71, 14.77,  3.42,    31,0.94817
SH,2011,     9,  8.61,  2.77,  6.86,  1.12,    30,0.71504
SH,2012,     1,  5.61,  5.21,  4.55,  0.16,    30,0.037504
